parent_asin,title,main_category,price,average_rating,rating_number
B012X45WH6,Ubiquiti Edgerouter X SFP - Router - Desktop - Black (ER-X-SFP),Computers,99.99,4.3,438
B08D6FKS7T,"Ethernet Adapter for TV Stick Cube, Chromecast, Tivo Stream 4K - Micro USB OTG HUB with Power Cable",Computers,13.99,4.3,2845
B0C1TQTV2N,"Acer Nitro XFA243Y Sbiipr 23.8” Full HD (1920 x 1080) VA Gaming Monitor | AMD FreeSync Premium Technology | 165Hz Refresh Rate | 1ms VRB | HDR 10 | 1 Display Port 1.2 & 2 HDMI 2.0 Ports,Black",Computers,126.8,4.5,5150
B0BSXBNR8V,"Verbatim BD-R 50GB 8X Blu-ray Recordable Media Disc Double Layer- 25 Pack Spindle - 98356, White",Home Audio & Theater,78.96,4.7,3905
B007SNCELA,"Case Logic SHC-101-BK DSLR Day Holster, Small, Black (Discontinued by Manufacturer)",Camera & Photo,,4.1,645
B07BW7LC9C,GoPro Wi-Fi Remote Mounting Kit,Sports & Outdoors,46.0,4.4,503
B075G3PKMD,"GlossyEnd Set of 4 - Two AA and Two AAA Battery Storage Box, Battery Storage Case, Battery Holder Clear",Amazon Home,11.99,4.6,4841
B011KFQASE,"Asus F555LA-AB31 15.6-Inch Laptop (2.1 GHz Core i3-5010U Processor,4 GB RAM,500 GB Hard Drive, Windows 10), Black",Computers,,4.0,2663
B008H0QXT2,Sangean PR-D5 Portable Radio with Digital Tuning and RDS (White),Home Audio & Theater,89.99,4.4,2827
B00CRZ2PRM,WD 1TB Elements Portable External Hard Drive - USB 3.0 - WDBUZG0010BBK-WESN,Computers,,4.7,15004
B004LWYE4Q,Antec Kuhler H2O 620 Liquid CPU Cooler System,All Electronics,,3.8,763
B008ODMSO6,Actiontec Ethernet to Coax Adapter for Homes with Cable TV Service (ECB2500C),All Electronics,57.7,4.3,1000
B0012YB17Y,Canon Digital Rebel XSI 12MP Digital SLR Camera (Silver Body Only),Camera & Photo,179.95,4.4,1018
B0BVJ4DHFQ,"TP-Link USB Bluetooth Adapter for PC(UB400), 4.0 Bluetooth Dongle Receiver Support Windows 11/10/8.1/8/7/XP for Desktop, Laptop, Mouse, Keyboard, Printers, Headsets, Speakers, PS4/ Xbox Controllers",Computers,9.99,4.4,53732
B00P0ZAKG4,"iPhone 5S Case, SUPCASE Heavy Duty Belt Clip Holster Compatible with iPhone 5 Unicorn Beetle PRO Series Full-Body Rugged Hybrid Protective Cover with Built-in Screen Protector (Black/Black)",Cell Phones & Accessories,,4.4,1740
B002YETVXC,TP-Link N450 Wireless Access Point | Desktop WiFi Bridge | Supports AP/Multi-SSID/Client/Range Extender Mode | 3 * 5dBi detachable Antennas | Passive PoE Powered (TL-WA901ND),All Electronics,39.99,4.2,2078
B001RB1XXY,Sony ICFC414 Clock Radio (Discontinued by Manufacturer),Home Audio & Theater,129.98,4.1,997
B005CVNH1Q,"ZJchao 5V DC 2000mA Regulated Power Supply 1.35mm X 3.5mm Tip, Extra Power",All Electronics,6.67,3.9,592
B0919NL52L,"Creative GigaWorks T40 Series II 2.0 Multimedia Speaker System with BasXPort Technology, Black",All Electronics,99.99,4.4,1718
B07GC6PWLN,"Samsung Electronics SM-T830NZALXAR Galaxy Tab S4 with S Pen, 10.5"", Gray",Computers,,4.6,1397
B001G60DUE,Canon EOS 5D Mark II 21.1MP Full Frame CMOS Digital SLR Camera with EF 24-105mm f/4 L IS USM Lens (OLD MODEL),Camera & Photo,989.99,4.3,646
B0077L8YOO,"Fitbit Aria Wi-Fi Smart Scale, Black",Health & Personal Care,,3.7,6552
B00CGYCNG2,"EVGA SuperNOVA 1000 G2 80+ GOLD, 1000W Fully Modular NVIDIA SLI and Crossfire Ready 10 Year Warranty Power Supply 120-G2-1000-XR",Computers,219.79,4.6,518
B000ID7QNI,"VideoSecu ML12 TV Wall Mount Articulating Arm Monitor Bracket for Most 19""-32"" LCD LED Plasma Flat Panel Screen TV with VESA 100x100mm 75x75mm B0E",All Electronics,19.99,4.5,4483
B00FZYT278,"Dust-Off Disposable Compressed Gas Duster, 10 oz Cans, 2 Pack",Office Products,18.6,4.6,8038
B00IDFGK1W,Cable Matters VGA to HDMI Adapter for Monitor and TV (VGA to HDMI Converter) with Audio Support,Computers,19.99,4.4,1264
B002QUZM0U,Logitech Wireless Anywhere Mouse MX for PC and Mac,All Electronics,,4.5,639
B08879MG33,SAMSUNG EVO Select 64GB microSDXC UHS-I U1 100MB/s Full HD & 4K UHD Memory Card with Adapter (MB-ME64HA),Computers,,4.7,25289
B081ZS8W1M,"AMD Ryzen 9 3950X 16-core, 32-Thread Unlocked Desktop Processor with NZXT Kraken X62 280mm - All-in-One RGB CPU Liquid Cooler",Computers,,4.8,2442
B07ZFJYMF7,"Dell 452-BCYT D6000 Universal Dock, Black, Single",Computers,233.22,4.4,3169
B0C78KPQYH,Datacolor Spyder X Pro – Monitor Calibrator. Color Calibration Tool for Monitor Display. Ensures accurate color for photographic images. Ideal for first-time users,Camera & Photo,129.99,4.4,5256
B0144R449W,"Ubiquiti Networks Networks Networks Router (ER-X), Black",Computers,63.45,4.6,2010
B06X16Z7DZ,"Apple EarPods Headphones with 3.5mm Plug. Microphone with Built-in Remote to Control Music, Phone Calls, and Volume. Wired Earbuds",Apple Products,16.99,4.6,64529
B00KMOH26E,Neewer® Portable Studio Photography Background and Reflector Disc Holder Clip,Camera & Photo,,4.2,638
B00E3K94T6,Neewer® NW680/TT680 HSS Speedlite Flash E-TTL Camera Flash for Canon 5D MARK 2 6D 7D 70D 60D 50DT3I T2I and other Canon DSLR Cameras,Camera & Photo,,4.1,714
B078HXF9H2,Sony UBP-X700 4K Ultra HD Home Theater Streaming Blu-Ray Player,All Electronics,134.25,4.4,5373
B000ANGNN0,"Pedco UltraPod Lightweight Camera Tripod black ,One Size",,,4.5,840
B0C74QHKTR,"OBSBOT Tiny PTZ 4K Webcam, AI Powered Tracking & Auto-Focus, 4K Video Conference Camera with Dual Omni-Directional Mics, Auto Tracking with 2 axis Gimbal,HDR,60 FPS,Low-Light Correction,Zoom Certified",All Electronics,179.0,4.4,1460
B0156F38LG,"yueton 2 Pack Gold 3.5mm 6"" Stereo Female Mini Jack to 2 Male RCA Plug Adapter Audio Y Cable",All Electronics,3.99,4.5,2847
B00IVPU7AO,Samsung EVO 64GB 48/MB/s Micro SDXC Memory Card with Adapter up to (MB-MP64DA/AM),Computers,47.0,4.5,17000
B00M4QAQI4,"Amazon Basics Apple Certified Retractable Lightning to USB Cable, 2 Feet, 0.6 Meters, Black",Cell Phones & Accessories,,4.2,6326
B07YJMPY7V,"Foscam Home Security Camera, R2 Full HD 1080P WiFi IP Camera with Real-time 1080P Video at 25FPS, Pan Tilt 8X Digital Zoom, Motion Detection & Alert, Optional Cloud Service Available, White",Camera & Photo,,4.0,999
B0C96JLXPD,"TP-Link USB to Ethernet Adapter (UE306), Foldable USB 3.0 to Gigabit Ethernet LAN Laptop Network Adapter, Supports Nintendo Switch, Windows, Linux, Apple MacBook OS 10.11- OS 12, Surface",Computers,12.95,4.5,4172
B01K8B8YA8,Echo Dot (2nd Generation) - Smart speaker with Alexa - White,Amazon Devices,39.99,4.5,233715
B0C2CQ1NYZ,"BenQ PD3200Q Color Accurate Design Monitor 32"" QHD 1440p | 100% Rec.709 & sRGB | Delta E≤3 | Calibration Report | Pantone | AQCOLOR | HotKey Puck | Ergonomic | Speakers | DisplayPort | HDMI",Computers,,4.5,2490
B08TCCVSMZ,SABRENT Premium 3 Port Aluminum Mini USB 3.0 Hub [90°/180° Degree Rotatable] (HB-R3MB),Computers,16.99,4.3,8398
B01HO5P0R6,WD 2TB Black My Passport for Mac Portable External Hard Drive - USB 3.0 - WDBCGL0020BSL-NESN,Computers,159.99,4.5,913
B01GG7EN6W,Komputerbay 64GB SDXC Secure Digital Extended Capacity Speed Class 10 UHS-I Ultra High Speed Flash Memory Card 45MB/s Write 60MB/s Read 64 GB …,Computers,,3.1,96
B08X8FQSJP,"PANASONIC Stereo Earbud Headphones with Comfortable, Clear, and Powerful Sound. Includes 3.9 ft Cord with Miniplug 3.5mm Headphone Jack - RP-HV096-K – In Ear Earbuds (Black)",Home Audio & Theater,10.88,4.1,1568
B07X8ZRNX7,"ARCANITE 256GB USB 3.1 Flash Drive - Optimal Read speeds up to 400 MB/s, Write speeds up to 100 MB/s (AK58256G)",Computers,29.99,4.4,3702
B072FPNGZB,"PANASONIC LUMIX G VARIO LENS, 35-100MM, F4.0-5.6 ASPH., MIRRORLESS MICRO FOUR THIRDS, MEGA OPTICAL I.S., H-FS35100K (USA BLACK)",Camera & Photo,,4.7,2802
B0B5HVBK4L,"AMD Ryzen 9 5900X 12-core, 24-Thread Unlocked Desktop Processor",Computers,299.99,4.8,9335
B006JWMOOI,High Power 802.11 B/N/G 300M USB Wireless 1000mw Wifi Network Adapter with Dual Antenna,Cell Phones & Accessories,,4.0,1617
B00A7J1ANA,"Choseal 3.5mm Audio Cable to 2 RCA Male Aux Cable 6 feet,Gold Plated Speaker Cable Compatible Car MP3 CD Player Mobile Phone PC",Home Audio & Theater,,4.5,794
B0B277V5RW,"Sangean BB-100 BlueBox AM/FM Ultra-Rugged Digital Receiver with Bluetooth, Blue, 12.4""",All Electronics,94.0,4.6,3494
B08ZT2BTZ1,"Rankie HDMI Cable, High-Speed HDTV Cable, Supports Ethernet, 3D, 4K and Audio Return, 2 Pack, 6ft",All Electronics,9.99,4.7,6539
B0C5Y5SPW8,Carson DustBlaster Air Blast Cleaning Tool with Dust Block Tip,Camera & Photo,11.99,4.5,1342
B01MUGQA4A,Samsung 850 PRO - 1TB - 2.5-Inch SATA III Internal SSD (MZ-7KE1T0BW),Computers,252.87,4.7,8950
B00BFIJQ10,Multi-function Digital Converter Box: TV Recording/Media Function/QAM Function (Old Version),All Electronics,,4.0,987
B01FWNSXJO,"Sony ICDUX560BLK Digital Voice Recorder 1"" Black",All Electronics,189.99,4.6,1952
B00ZSB1UE6,"ReliaMount Roku Mount (Compatible with Roku 3, Roku 2, Roku 1, and Roku LT)",All Electronics,,4.4,378
B07D81YXPH,"Amazon Basics Computer Speakers for Desktop or Laptop PC | USB-Powered, Black",Computers,19.3,4.2,15840
B0BPK419HZ,"Amcrest 1080P WiFi Camera Indoor, Nanny Cam, Dog Camera, Sound & Baby Monitor, Human & Pet Detection, Motion-Tracking, 2.4Ghz Only, Pan/Tilt Wireless IP Camera, Night Vision, Smart Home ASH21-B",Camera & Photo,34.99,4.1,5956
B003O973OA,"Mediabridge™ Ethernet Cable (10 Feet) - Supports Cat6 / Cat5e / Cat5 Standards, 550MHz, 10Gbps - RJ45 Computer Networking Cord (Part# 31-399-10X)",All Electronics,6.47,4.7,5658
B015ZGMSSA,"100 Pieces Cat6, Cat5E Crimp Connectors",Home Audio & Theater,5.99,4.5,974
B00CX5P8FC,Amazon Fire TV - 1st Generation,Amazon Devices,,4.2,33005
B082X8CY8X,"Outdoor Security Camera, wansview1080P Wireless WiFi Home Surveillance Waterproof Camera with Night Vision, Motion Detection, Remote Access, Compatible with Alexa-W4, White",Camera & Photo,58.65,4.0,7204
B08PSRDKRM,"Rankie DisplayPort (DP) to HDMI Adapter, 4K Resolution Ready Converter with Audio (Black)",All Electronics,9.99,4.3,30475
B00A3YN0Z0,Medialink Wireless-N Broadband Router with Internal Antenna - 2.4GHz - 802.11b/g/n - Compatible with Windows 8 / Windows 7 / Windows Vista/Windows XP/Mac OS X/Linux (300 Mbps) [Discontinued Model],Computers,35.99,4.1,2995
B07DC4RZPY,Amazon Basics MFi-Certified Lightning to USB A Cable for Apple iPhone and iPad - 3 Feet (0.9 Meters) - White,Cell Phones & Accessories,,4.5,86507
B07GT37484,"WiFi Extender Signal Booster for Home, Wireless Internet Repeater Covers Up to 1200 Sq.ft and 32 Devices, 5GHz/2.4GHz Dual Band WiFi Range Extender, Signal Booster Amplifier with Ethernet Port, 1-Tap Easy Setup",Computers,45.99,3.8,18860
B008RDI0TU,"New Trent NT31B Airbender Mini Rugged Splash Resistant Dirt and Shockproof Wireless Bluetooth Case with Built-in Screen Protector for the iPad mini 1, 2 and 3",Cell Phones & Accessories,,4.3,2851
B004Q3C98S,SanDisk Extreme 32 GB SDHC Class 10 UHS-1 Flash Memory Card 45MB/s (SDSDX-032G-X46),All Electronics,,4.6,7401
B007S8S518,AGFA 46mm Multi-Coated Circular Polarizing (CPL) Filter,Camera & Photo,7.99,4.5,538
B08Q4GN692,Replacement Ear-Pads for Bose QuietComfort QC 2 15 25 35 Ear Cushions for QC2 QC15 QC25 QC35 SoundLink/SoundTrue Around-Ear II AE2 Headphones (Brown),All Electronics,12.99,4.6,11515
B00KFD0SNG,NETGEAR FS205-100PAS - Discontinued by Manufacturer,Computers,,4.6,655
B00JJGFRIQ,"Samsung External Blu-ray Writer TSST SE-506CB/RSBD 6X USB 2.0 Slim (Black), M-Disc support",Computers,,4.1,978
B0BG4PPK34,"Sangean CL-100 NOAA, S.A.M.E and Public Alert Certified Weather Alert Table-Top Radio with AM/FM-RBDS, and EEPROM Back Up for Preset Stations & ANT-100 External Antenna",Home Audio & Theater,86.91,4.4,1260
B00TEAX5FO,Polaroid Wireless Camera Shutter Remote with Interval Timer for Select Canon SLR Cameras,All Electronics,,3.9,119
B0C46Q997Y,ASUS ROG STRIX Arion Lite External Portable M.2 PCIe NVMe SSD Enclosure featuring up to 10 Gbps transfer speeds with USB 3.2 Gen 2 Type-C Cable (ESD-S1CL),Computers,66.0,4.7,4727
B07RGT8XC3,"Tablet Stand Holder, Mount Holder Clip with Grip Flexible Long Arm Gooseneck Compatible with ipad iPhone/Nintendo Switch/Samsung Galaxy Tabs/Amazon Kindle Fire HD - White",All Electronics,22.98,4.3,852
B07HHQBYMM,APC Back-UPS Pro 1000VA UPS Battery Backup & Surge Protector (BR1000G),Home Audio & Theater,229.0,4.5,1889
B0BLNQ6B3L,"Power Strip - 10ft Long Extension Cord with USB C Ports, 3 Outlets 4 USB Desktop Charging Station, Flat Plug Power Strip Non Surge Protector for Cruise Ship, Travel Essetials, ETL Listed",All Electronics,24.99,4.8,24315
B0007TOR08,ArctiClean 60ml Kit (includes 30ml ArctiClean 1 and 30ml ArctiClean 2),All Electronics,10.99,4.7,773
B09W9596KL,"Warrky DisplayPort to HDMI Adapter 2-Pack (4K, UHD), [24K Gold-Plated, Slim Aluminum Shell] Display Port to HDMI/DP to HDMI Adapter for Lenovo, DELL, HP, ThinkPad, GPU, AMD, NVIDIA&More",All Electronics,16.14,4.6,13067
B005FDXMJS,Linksys N300 Wireless Dual-Band Range Extender (RE1000),All Electronics,18.99,3.6,1088
B01CZD91MW,Mudder 5 Pack 18 Inch SATA III 6.0 Gbps Cable,Computers,,4.5,1491
B01G86538S,"Mailiya PCI-E to USB 3.0 4 Port PCI Express Expansion Card (PCIe Card),Superspeed USB 3.0 Card with 15-Pin Power Connector for Desktops,Super Speed Up to 5Gbps",Computers,,4.5,585
B00P9J6RFO,Rescue - 2 Year Data Recovery Plan for External Hard Drives,Computers,12.99,4.3,2399
B013G4MYU0,"CyberPower CSP105U Professional Dual USB Power Station,Black",Home Audio & Theater,17.95,4.2,585
B00YFJT29C,Ubiquiti EdgeRouter X Advanced Gigabit Ethernet Routers ER-X 256MB Storage 5 Gigabit RJ45 ports,Computers,72.99,4.6,1481
B009OXTWZI,"AC Infinity AXIAL 8038, Quiet Muffin Fan, 120V AC 80mm x 38mm Low Speed, UL-Certified for DIY Cooling Ventilation Exhaust Projects",Computers,17.99,4.6,1952
B01N24N9TH,Samsung Galaxy Tab A 8 Inch; 16 GB Wifi Tablet (Smoky Titanium) SM-T350NZAAXAR,Computers,70.0,4.5,4229
B0002E52S4,"D'Addario Accessories PW-P047T ¼” Female to ¼” Female Stereo Adapter – Extend the Length of 1/4” Cables – Conductors Provide Convenience, Maximum Power and Clean Signal Transfer",Musical Instruments,8.98,4.7,1627
B00J24PN20,SDDD-016G-G46 SanDisk Ultra 16GB Micro USB 2.0 OTG Flash Drive,Computers,19.99,4.5,8184
B00DYQYITG,"Kingston Digital DataTraveler SE9 16GB USB 2.0 (DTSE9H/16GBZET),Silver",Computers,,4.7,13475
B0034XBFJU,"Blue Gold Plated 50FT CAT5 CAT5e RJ45 Patch ETHERNET Network Cable 50 FT for PC, Mac, Laptop, PS2, PS3, Xbox, and Xbox 360 to Hook up on high Speed Internet from DSL or Cable Internet.",Computers,,4.3,2141
B0789BGXXR,HDMI Female to HDMI Female Coupler Connector Pack 6pcs Adapter Extender F/F High Speed,All Electronics,5.99,4.6,6002
B0032PHZ1W,"VideoSecu TV Wall Mount Monitor Bracket with Full Motion Articulating Tilt Arm 15"" Extension for Most 27"" 30"" 32"" 35"" 37"" 39"" 40"" LCD LED TVs with VESA 200x200 ML14B WS2",All Electronics,17.99,4.6,10966
B07NRBL8CM,SanDisk Ultra Fit 16GB USB 3.0 Flash Drive SDCZ43-016G-G46,Computers,19.5,4.4,16194
B01M1OZGUV,"Ultra Clarity Cables Flat HDMI Cable 25 ft (2-Pack) High Speed HDMI Cable (7.6m) Flat Wire - CL3 Rated, Supports, 4K, 3D, HD, 2160p, 1080p, Ethernet with Audio Return (Latest Standard) - 25 Feet",All Electronics,26.49,4.6,4524
B01L9L5ZQW,"Tripp Lite Power Cord Extension Cable, Heavy Duty, 14AWG, 5-15P to 5-15R, 15A, 25' (P024-025) black",All Electronics,32.45,4.8,3124
B002HWRJBM,Logitech Performance MX Wireless Mouse (DISCONTINUED and Replaced by MX Master 2S),All Electronics,249.99,4.3,6143
B0BYYLHMD9,"Anbear DisplayPort to HDMI Adapter, Display Port to HDMI Cable(Male to Female) for DisplayPort Enabled Desktops and Laptops Connect to HDMI Displays (1 Pack, DP)",All Electronics,7.99,4.6,3872
B09H1NF3M4,Evoluent VM4R VerticalMouse 4 Right Hand Ergonomic Mouse with Wired USB Connection (Regular Size),Computers,89.95,4.4,2141
B00KF7P34G,"Noctua NF-R8 redux-1800, High Performance Cooling Fan, 3-Pin, 1800 RPM (80mm, Grey)",Computers,12.95,4.8,1109
B07YP94PBJ,"NVIDIA SHIELD Android TV Streaming Media Player; 4K HDR, live sports, Dolby Vision-Atmos, AI-enhanced upscaling, GeForce NOW cloud gaming, Google Assistant Built-In, Works with Alexa",All Electronics,149.99,4.4,4496
B017DYMMKG,AMD FD8320FRHKBOX FX-8320 FX-Series 8-Core Black Edition Processor,Computers,109.0,4.4,2031
B00HPM1G8Q,Belkin Kindle Keyboard Case for Fire HDX 8.9 (will fit 3rd and 4th generation),Amazon Devices,99.99,4.0,287
B01BLRR1KC,"Bose Wave SoundTouch Music System IV, works with Alexa, Espresso Black",Home Audio & Theater,849.99,4.6,2992
B0006PUDQK,"Bits Limited LCG-3MVR Energy Saving Surge Protector with Autoswitching Technology, 10-Outlet",Home Audio & Theater,37.04,4.3,734
B07FFCXK9G,Asus MAXIMUS VIII EXTREME/ASSEMBLY ROG EATX DDR4 3000 LGA 1151 Motherboards,Computers,,4.2,772
B007MC6WGK,"Plantronics BackBeat Go Wireless Hi-Fi Earbud Headphones - Compatible with iPhone, Android, and Other Leading Smart Devices - Black",Cell Phones & Accessories,,3.8,805
B0011UXSHK,magicJack: PC to Phone Jack,All Electronics,44.47,3.7,1443
B00EU5W1VC,WD My Passport Slim 1TB Portable Metal External Hard Drive USB 3.0 with Auto Backup,Computers,199.99,4.5,578
B0C38JGJW3,External DVD Drive USB 3.0 TYPE C Portable CD/DVD +/-RW Disk Drive DVD Player for Laptop CD/DVD ROM Burner Reader with Protective Carrying Case & 10 Blank Discs for Laptop Desktop Windows Linux Mac,Computers,29.99,4.3,49600
B07Z6YY9JD,Monoprice Cat6 Plug Solid W/Insert 50U 100pcs/Bag,Computers,13.48,4.2,387
B005MN2QHK,25 Pcs Black Adhesive Backed Nylon Wire Adjustable Cable Clips Clamps,Tools & Home Improvement,6.99,4.0,1256
B001W6Q7SU,PNY Optima 2GB (2x1GB) Dual Channel Kit DDR2 667 MHz PC2-5300 Desktop DIMM Memory Modules MD2048KD2-667,All Electronics,65.99,4.5,609
B09XT8WXMN,ELEGOO Mega R3 Project The Most Complete Ultimate Starter Kit w/ TUTORIAL Compatible with Arduino IDE,Industrial & Scientific,65.99,4.7,6652
B01DN7NM4M,Amazon Basics CL2-Rated Coaxial TV Antenna Cable - 4 feet,Home Audio & Theater,,4.5,8701
B09P4KJSTQ,"ASUS AX1800 WiFi 6 Router (RT-AX55)Dual Band Gigabit Wireless Router, Speed & Value, Gaming& Streaming, AiMesh Compatible, Included Lifetime Internet Security, Parental Control, MU-MIMO,OFDMA (White)",Computers,117.28,4.4,2526
B01NAHJFI0,"Dell Ultra HD 4K Monitor P2415Q 24-Inch Screen LED-Lit Monitor, Black",Computers,439.99,4.2,1651
B01AYMGPIO,DirecTV Broadband Deca Ethernet to Coax Adapter - 3rd Generation (2 Pack),Computers,,4.3,906
B07WC9Q84W,Corsair Hydro Series H110 280 mm High Performance Liquid CPU Cooler,Computers,,4.6,5223
B0BP88GJVZ,PHILIPS SHP9500 HiFi Precision Stereo Over-Ear Headphones (Black),All Electronics,74.99,4.6,9884
B000H67DDY,Saitek Pro Flight Rudder Pedals,All Electronics,,4.3,949
B00WU36LNU,Bose QuietComfort 15 Acoustic Noise Cancelling Headphones (Discontinued by Manufacturer),Home Audio & Theater,100.0,4.0,509
B085LQ2WWG,Aduro U-Grip Tablet Stand Holder [Easy-Grip] Adjustable Multi-Angle Universal Desk Mount for iPad & All Tablets (Purple),Computers,14.99,4.1,3554
B00TE8XKIS,"Zink Polaroid ZIP Wireless Mobile Photo Mini Printer (White) Compatible w/ iOS & Android, NFC & Bluetooth Devices",Camera & Photo,,4.5,3989
B00XMMFMS8,VCE 3 Pack HDMI Female To Female Coupler Gold Plated High Speed HDMI Female Adaptor,All Electronics,,4.6,1116
B07PVKG5QR,"Manfrotto XPRO Fluid Head with Fluidity Selector, Professional Tripod Head for Mirrorless, DSLR and Video Camera, for Professional Photography, Content Creation, Vlogging and Videomaking, Payload 5 kg",Camera & Photo,164.85,4.7,1818
B085FS21T4,"Apanage Powered USB 3.0 Hub, 11 Ports USB Hub Splitter (7 High Speed Data Transfer Ports + 4 Smart Charging Ports) with Individual On/Off Switches and 48W Power Adapter for Mac Pro/mini, PC, HDD, Disk",Computers,39.99,4.6,5394
B09ZLL36JF,"WALI Universal TV Stand Tabletop, for Most 22 to 65 inch LCD Flat Screen TV, Mounting Holes up to 800 by 500mm (TVS001-W), White",Industrial & Scientific,26.99,4.5,38832
B00AWBHFRI,Samsung MicroSDHC 32GB Class 10 Plus UHS-I Memory Card,Computers,,4.4,798
B0C287FZCD,"Elgato Green Screen MT - Wall-Mounted Retractable Chroma Key Backdrop with Wrinkle-Resistant Fabric for background removal for Streaming, Video Conferencing, on Instagram, TikTok, Zoom, Teams, OBS",Camera & Photo,145.98,4.7,826
B00LIW4A14,"Hosa CPP-206 Dual 1/4"" TS to Dual 1/4"" TS Stereo Interconnect Cable, 6 Meters",Home Audio & Theater,18.95,4.6,299
B00PN54V9I,StarTech.com 1m 3ft Slim USB 3.0 A to Micro B Cable M/M - Mobile Charge Sync USB 3.0 Micro B Cable for Smartphones and Tablets (USB3AUB1MS),Computers,,4.7,663
B00XI0NTKW,Garmin Foot Pod [Retail Packaging],Home Audio & Theater,,4.4,1809
B07FN9PR61,"HDMI Cable 33ft JYFT - HDMI 2.0 (4K @ 60fps), High Speed with Ethernet 18Gbps, Audio Return, Video 4K 2016P HD, 1080P 3D, Blue-ray, Support Apple TV, Xbox, PS3, PS4, HDTV, 1Pack",All Electronics,25.99,4.0,60
B08G45Z8QB,Maxell 648445 700Mb Cd-Recordable,Home Audio & Theater,12.71,4.6,5579
B01N27R42S,Gigabyte GB-BXBT-2807 Barebones Mini PC w/ Intel Celeron N2807 (RAM and HDD Not Included),Computers,,4.0,277
B06ZYSMKJ4,"BlueRigger 3.5mm to 2-Male RCA Adapter Audio Stereo Cable (25FT, Gold Plated, Aux RCA Y Splitter Cord) – Compatible with Smartphones, MP3, Tablets, Speakers",All Electronics,14.99,4.6,3304
B07KTYJ769,"Amazon Smart Plug, for home automation, Works with Alexa - A Certified for Humans Device",Amazon Devices,24.99,4.7,542825
B0BTJBQC91,"OREI UK Ireland Travel Plug Adapter for Type G Countries - 2 in 1 Universal Input - Plug for UAE, Hong Kong, Singapore, England, Scotland, London and More",Home Audio & Theater,6.99,4.6,1936
B00I83XEQI,Amazon Basics USB 3.0 Cable - A-Male to B-Male - 6 Feet (1.8 Meters),Computers,,4.2,211
B00BOXNSRY,SONY ICD PX333 Digital Voice Recorder,Office Products,209.99,4.5,1774
B0725QJM6X,"Rankie Micro HDMI to HDMI Cable, Supports Ethernet, 3D, Audio Return, 6FT",All Electronics,8.99,4.5,13414
B00OQJM8FG,GoPro Hero4 Silver,Camera & Photo,229.0,4.5,3060
B0000632H7,Sony DVC Cleaning Tape (Discontinued by Manufacturer),Home Audio & Theater,33.14,4.4,985
B005HJWWW8,FiiO E6 Portable Headphone Amplifier,Home Audio & Theater,,3.9,2004
B00B3Y4U4E,Apple MD862ZM/A Thunderbolt Cable - 0.5 M (NEWEST VERSION),Computers,,4.4,1863
B07Y2L7CYF,Jensen® 3-Speed Stereo Turntable with Built-in Speakers,All Electronics,39.99,4.3,4534
B082YHZJF6,"PAC LC-1 Remote Amplifier Level Controller,Black,Small",Car Electronics,9.23,4.6,3708
B00YWLJNPQ,"Foldable Keyboard, iClever BK03 Portable Keyboard with Stand Holder (Sync Up to 3 Devices), Full-Size Bluetooth Keyboard for iPhone, iPad, Smartphone, Laptop, Tablet",Computers,37.99,4.5,2787
B07JGHZ45W,YAMAHA RX-V385 5.1-Channel 4K Ultra HD AV Receiver with Bluetooth,All Electronics,349.95,4.6,2451
B09Y8SP59C,QTEATAK PCIe NVMe M.2 2280 SSD Heatsinks Cooler & Mounting Screws Screwdriver Kit,Industrial & Scientific,,4.6,1623
B093GF7GH4,ELECOM Hard EVA Travel Protection Storage Case fits ELECOM Trackball Mouse M-HT1 Series Black (BMA-HT1BK),Computers,17.99,4.3,3952
B086WRN3XF,"Belkin 6-Outlet Slimline Power Strip Surge Protector & 6-Outlet Power Strip Surge Protector, Flat Rotating Plug, 6ft Cord – Ideal for Personal Electronics, Small Appliances and More (1080 Joules)",Home Audio & Theater,33.94,4.6,2067
B00P7EVST6,Arlo - Wireless Home Security Camera System | Indoor/Outdoor | 2 camera kit (Discontinued),Camera & Photo,,4.0,12733
B00947LCZW,10W Rapid Charger Samsung-Galaxy Note 10.1 Gt-n8013 Tab 2 10.1 Gt-p5113 Sgh-i497 Sch-i915 7.0 Gt-p3113 Gt-p3100 Sch-i705 Note-Tab-2-10.1 8.9 7.7 7 Tablet uL Listed Extra Long AC Adapter,All Electronics,11.99,4.6,3777
B00FB45USW,Asus (USB-AC56) Dual-band Wireless-AC1300 USB 3.0 Wi-Fi Adapter,Computers,,4.2,801
B0058TUZTO,"Silicon Power 32 GB Blaze B10 USB 3.0 Flash Drive (read speed up to 90 MB/s, write speed up to 60 MB/s, SP032GBUF3B10V1B)",All Electronics,,4.3,684
B09Q7Q2WZ1,"SAMSUNG EVO Select Micro SD-Memory-Card + Adapter, 512GB microSDXC 130MB/s Full HD & 4K UHD, UHS-I, U3, A2, V30, Expanded Storage for Android Smartphones, Tablets, Nintendo-Switch (MB-ME512KA/AM)",Computers,39.99,4.7,56421
B002LZMY10,"Optical Quantum 8X 8.5GB DVD+R DL White Inkjet Printable Double Layer Recordable Blank Media, 50-Disc Spindle OQDPRDL08WIP-H",Home Audio & Theater,33.97,4.4,904
